,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,"Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","CO2 Equivalent Emissions Direct, Scope 1, 2022","CO2 Equivalent Emissions Direct, Scope 1, 2021","CO2 Equivalent Emissions Direct, Scope 1, 2020","CO2 Equivalent Emissions Direct, Scope 1, 2019","CO2 Equivalent Emissions Indirect, Scope 2, 2022","CO2 Equivalent Emissions Indirect, Scope 2, 2021","CO2 Equivalent Emissions Indirect, Scope 2, 2020","CO2 Equivalent Emissions Indirect, Scope 2, 2019","CO2 Equivalent Emissions Indirect, Scope 3, 2022","CO2 Equivalent Emissions Indirect, Scope 3, 2021","CO2 Equivalent Emissions Indirect, Scope 3, 2020","CO2 Equivalent Emissions Indirect, Scope 3, 2019","CO2 Equivalent Emissions Total, 2022","CO2 Equivalent Emissions Total, 2021","CO2 Equivalent Emissions Total, 2020","CO2 Equivalent Emissions Total, 2019","CO2 Estimation Method, 2022","CO2 Estimation Method, 2021","CO2 Estimation Method, 2020","CO2 Estimation Method, 2019",Employee Satisfaction,Employees With Disabilities,Employees Health & Safety Controversies,Full-Time Employees (Pvt),Employee Satisfaction,Employees With Disabilities,Employee Health & Safety Training Hours,Employee Accidents,Employee Lost Working Days,Employees Health & Safety Controversies,Employee Resource Groups,Employee Engagement Voluntary Work,Policy Supply Chain Health & Safety,Environmental Supply Chain Monitoring,Environmental Supply Chain Management,Policy Environmental Supply Chain,Supply Chain Health & Safety Training,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Resource Reduction Targets,Targets Water Efficiency,Targets Energy Efficiency,Renewable Energy Use Ratio,Energy Use Total,Energy Purchased Direct,Renewable Energy Purchased,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,SOx Emissions To Revenues USD in million,Injuries To Million Hours,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Trade Union Representation,Recent Diversity Opportunity Controversies,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage,Executive Compensation Controversies,Sustainability Compensation Incentives,Executive Individual Compensation
2210,HAYW.N,Hayward Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",45.43175,46.78162,45.3507,44.10963,21.73086,22.01151,14.23349,13.45787,89.90641307,71.94374935,162.1376135,111.09821,2951,,,,16256,,,,,,,,19207,,,,Reported,,,,,,,2000,,,,,,,0,0,1,,0,1,0,30.31869333,,0,0,0,,215213,215213,,,,,,,10,1,0,,,,,,,,18,,,,,,,,,,,,,0,0,0
2211,CRCT.OQ,Cricut Inc,Technology,Technology Equipment,Integrated Hardware & Software,39.47812,35.02071,34.65731,29.25677,9.02103,14.72983,20.89069,11.00782,0,0,0,45.74383781,,,,,,,,,,,,,,,,,Median,,,,,,,775,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2212,NAPA.N,Duckhorn Portfolio Inc,Consumer Non-Cyclicals,Food & Beverages,Beverages,53.52137,49.71142,49.71525,50.57566,26.08289,23.43937,25.06231,23.34804,24.77511913,25.79794201,30.84707623,57.93895546,581,,,,1220,,,,,,,,1801,,,,Reported,Median,,,,,,470,,,,14,,,0,1,0,1,0,1,0,11.37369363,,1,1,0,,26576,26576,,,,,,,16.3,1,0,0,,2,28,67,1,1,,,,,,,12.5,,,12.5,87.5,87.5,,0,0,0
2213,CSCO.OQ,Cisco Systems Inc,Technology,Technology Equipment,Communications & Networking,62.72676,62.54825,64.02104,64.26442,26.3711,27.09428,25.75977,27.62621,18.91867517,23.92326453,27.924894,38.45727848,34264,26694,38743,46652,563944,579445,607218,651331,21221553,22944709,24623622,27234471,598208,606139,645961,697983,Reported,Reported,Reported,Reported,,,,84900,,,,,,,1,1,1,1,1,1,1,29.69139275,12.03705112,1,1,1,0.80995086,5860800,5855760,4746960,46.08491572,2376000,2376000,39000,6.98E-06,,1,1,,1,5.5,6.6,50.9,2.4,2.4,42,31,3.6,5.6,58,1.8,16.7,8.3,8.3,,83.4,83.4,,0,1,0
2214,APA.OQ,APA Corp (US),Energy,Energy - Fossil Fuels,Oil & Gas,70.92551,64.67126,66.5389,75.51995,55.70203,30.36944,-95.91883,-40.6717,1289.125296,,,263.1643625,5453000,6034000,6290000,7300000,215000,343000,490000,690000,,,,,5668000,6377000,6780000,7990000,Reported,Reported,Reported,Reported,,,,2273,,,,10,,,1,1,1,1,1,1,0,,,1,1,0,,15084000,15084000,,5696.433409,63088000,1803710,,,1.15,1,0,,,6,21,65,1,1,21.3,7,3.8,9.1,78.7,1.4,20,10,10,,80,80,,0,1,0
2215,VZIO.N,Vizio Holding Corp,Technology,Technology Equipment,"Computers, Phones & Household Electronics",16.77582,15.36252,14.50976,8.992,0.3382,-1.3936,6.45781,1.60018,0,0,0,0,,,,,,,,,,,,,,,,,Median,,,,,,,900,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,67,33.33,16.67,,33.33,33.33,16.67,0,0,0
2216,OGN.N,Organon & Co,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,63.65403,62.32551,67.55971,70.75993,18.17298,24.25444,42.13105,47.52475,,,24.40758294,0.995024876,20678,22332,,,24479,27123,,,1029000,,,,45157,49455,,,Reported,Reported,,,,,,10000,,,,22,,,0,1,0,1,1,1,0,,,1,1,0,,757178,756045,,94.67476514,584522,422445,,0.00292517,1.115,1,1,,,7,8,68,2,2,31,17,9,4,69,1,50,17,23,8,50,50,2,0,1,0
2217,AGL.N,agilon health inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,11.38807,10.13875,16.12498,8.69034,-4.64842,-21.48565,-4.65168,-13.41547,4.176062696,4.432748174,273.3387162,143.3145471,,,,,,,,,,,,,,,,,Median,Median,,,,,,747,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,24,,,,,,,0,0,0
2218,DV.N,DoubleVerify Holdings Inc,Technology,Software & IT Services,Software & IT Services,82.78893,83.65636,85.34338,86.39681,13.04634,8.01945,8.75503,21.40773,0.29936398,0.569289646,6.47044001,24.55332717,,,,,,,,,,,,,,,,,Median,Median,,,,,,348,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,20,10,,10,80,80,,0,0,0
2219,SHCO.N,Soho House & Co Inc,Technology,Software & IT Services,Software & IT Services,20.25778,15.08543,14.33206,18.31598,-15.1696,-33.54289,-40.25485,-9.16741,,426.6257508,,,,,,,,,,,,,,,,,,,,,,,,,,7714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,FG.N,F&G Annuities & Life Inc,Financials,Insurance,Insurance,,,,,,,,,46.32016632,21.78372352,14.45753559,,,,,,,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,PWSC.N,PowerSchool Holdings Inc,Technology,Software & IT Services,Software & IT Services,56.81713,56.88169,55.89623,53.42734,0.93613,-1.28697,5.16524,-2.1669,58.9728086,60.02656419,72.04216291,68.15310849,,,,,,,,,,,,,,,,,Median,,,,78,,,3232,78,,,,,,1,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,1,0,,,,,,,28.44,,,,,,,,,,,,,0,0,0
2222,FYBR.OQ,Frontier Communications Parent Inc,Technology,Telecommunications Services,Telecommunications Services,62.51944,63.15707,62.25017,62.29185,9.27942,82.42084,4.45842,-61.05834,180.3272302,176.7608696,,,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,14700,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,67.9717,,,,,,,,,,,,,33.33,22.22,11.11,,66.67,66.67,,0,1,0
2223,LFST.OQ,Lifestance Health Group Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,,,,,-25.82724,-45.61947,-5.76538,6.14301,14.97468597,10.27418273,35.4627453,58.08081548,,,,,,,,,,,,,,,,,Median,Median,,,,,,5631,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,22,11,,,78,78,11,0,0,0
2224,NBXG.N,Neuberger Berman Next Generation Connectivity Fund Inc,Financials,Collective Investments,Collective Investments,-254.76962,-171.24094,,,-260.43621,-173.0901,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,MEGI.N,Mainstay Cbre Global Infrastructure Megatrends Term Fund,Financials,Collective Investments,Collective Investments,71.51055,76.58903,,,71.17434,75.33646,,,36.04074524,39.63791516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,PYCR.OQ,Paycor HCM Inc,Technology,Software & IT Services,Software & IT Services,66.14027,60.83067,56.20831,57.4019,-18.9355,-40.66728,-25.945,-26.97974,0.049384306,0.070987623,5.588188096,2.563134293,59,,,,2334,,,,,,,,2393,,,,Reported,,,,,,,2800,,,,,,,1,1,1,,1,1,1,3.877552005,,0,0,0,,17637.278,17637.278,,,,,,,,1,0,0,,10,4.8,74.8,3.7,3.7,16.5,4.8,4.2,3.6,83.5,3.9,14.29,,,14.29,85.71,85.71,,0,0,0
2227,ZETA.N,Zeta Global Holdings Corp,Technology,Software & IT Services,Software & IT Services,63.53973,61.87966,59.55721,63.93248,-43.83267,-52.01554,-2.19358,-5.7265,143.6796063,202.9141986,,,,,,,,,,,,,,,,,,,Median,,,,,,,1604,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2228,PAY.N,Paymentus Holdings Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,30.11624,30.6884,30.69487,31.56953,-0.59879,2.6226,6.1067,7.79165,0.645300985,0.845565765,0.807101546,0.170543992,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,DTM.N,DT Midstream Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,,,,,51.95652,47.85714,54.90716,51.78571,84.57699027,78.66735537,77.95236926,81.87167274,1616700,1339130,,,115679,,,,,,,,1732380,,,,Reported,Median,,,,,,362,,,,2,2,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,0.00326087,2.941,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,0
2230,ESMT.N,EngageSmart Inc,Technology,Software & IT Services,Software & IT Services,76.35891,74.51359,74.34923,69.86486,5.41524,-0.57102,0.44215,-61.13888,0,0,27.08440256,17.43779613,,,,,,,,,,,,,,,,,Median,,,,,,,971,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2231,SVV.N,Savers Value Village Inc,Consumer Cyclicals,Retailers,Specialty Retailers,58.25815,60.59692,57.61981,50.74538,14.27768,11.18614,0.82073,27.31027,366.6822091,430.9488114,347.1772316,304.9103585,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,OWL.N,Blue Owl Capital Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,-0.18128,-114.68967,-23.5082,14.33953,101.2508896,70.58128708,,,,,,,,,,,,,,,,,,,Median,,,,,,,545,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2233,CNM.N,Core & Main Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",26.98842,25.57954,24.11663,23.28985,11.65238,7.47402,5.09294,4.58596,83.51459645,111.0188679,282.840015,315.5261107,,,,,,,,,,,,,,,,,Median,,,,,,,4500,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,2.43,,,,,,,,,,,,,,,,,,,,0,0,0
2234,DWAC.OQ,Digital World Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,,,,,,,,,1.31123866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,SAGA.OQ,Sagaliam Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,,,,,,,,,24.3407092,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,ECAT.N,BlackRock ESG Capital Allocation Term Trust,Financials,Banking & Investment Services,Investment Banking & Investment Services,45.45815,-137.9643,,,44.37439,-145.59612,,,0,0.000273361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,PLL.OQ,Piedmont Lithium Inc,Basic Materials,Mineral Resources,Metals & Mining,,,,,,,,,0.217774582,1.036155417,9.736549134,,,,,,,,,,,,,,,,,,Median,Median,Median,,,,,40,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2238,EVCM.OQ,EverCommerce Inc,Technology,Software & IT Services,Software & IT Services,64.98165,66.90123,65.92252,69.81193,-4.92859,-11.40615,-6.52959,-28.81491,59.16511984,55.40791439,134.5129402,105.6013382,,,,,,,,,,,,,,,,,Median,Median,,,,,,2300,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,22.23,11.11,11.12,,77.77,77.77,,0,0,0
2239,DNUT.OQ,Krispy Kreme Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,32.97978,29.07705,29.07153,32.24509,1.89392,2.96896,0.44277,3.79734,65.12289231,58.20854197,171.1206922,149.7343567,,,,,,,,,,,,,,,,,Median,,,,,,,23500,,,,,,,1,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,36.36,18.18,9.09,9.09,63.64,63.64,,0,0,0
2240,YOU.N,Clear Secure Inc,Technology,Software & IT Services,Software & IT Services,87.13703,85.34926,85.6189,83.20817,-29.50479,-45.25759,-8.20162,-29.20836,0,0,0,0,,,,,,,,,,,,,,,,,Median,,,,,,,3056,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2241,CURV.N,Torrid Holdings Inc,Consumer Cyclicals,Retailers,Specialty Retailers,35.67451,41.42889,34.64391,38.1949,7.88926,3.49827,5.77329,7.4247,,,,,,,,,,,,,,,,,,,,,Energy,Median,,,,,,2061,,,,,,,0,1,0,,0,0,0,131.5555893,42.6560859,0,0,0,,174560,174560,,43.63008472,56600,56600,,,,1,0,0,,,,,,,,,,,,,66.7,,,,,,,0,0,0
2242,CRGY.N,Crescent Energy Co,Energy,Energy - Fossil Fuels,Oil & Gas,66.85389,58.71818,34.85915,49.7685,42.00647,32.75197,-49.53827,20.88904,148.3659607,151.7898474,27.64463954,51.65982634,1358080,,,,710186,,,,,,,,2068270,,,,Reported,,,,,,,870,,,,6,,,0,0,0,,0,0,0,,,0,0,0,,,,,17132.7303,25304700,634400,,,1.9,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2243,TASK.OQ,Taskus Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,43.40789,43.24513,43.4134,45.84479,8.73482,-7.13577,10.52807,10.24853,58.72505833,62.87354867,73.03043233,69.68235294,,,,,,,,,,,,,,,,,,,,,,,,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,SOFI.OQ,SoFi Technologies Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,99.78542007,86.33664155,161.5130613,236.1226828,,,,,,,,,,,,,,,,,Median,,,,,,,4200,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,20,20,,,80,80,,0,1,0
2245,RYAN.N,Ryan Specialty Holdings Inc,Financials,Insurance,Insurance,,,,,16.78119,13.02539,15.56929,13.20567,414.3951255,462.541088,512.353559,1041.075875,,,,,,,,,,,,,,,,,,,,,,,,3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,APO.N,Apollo Global Management Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,,,,,98.22289157,361.2407931,999.6191882,189.0025602,1170.32,232.53,211.05,170,8545.4,2788.51,2464.37,2616,10481.4,1724.8,777.01,2333,9715.72,3021.04,2675.42,2786,Reported,Reported,Reported,Reported,,,,2540,,,,0,0,,1,1,1,,0,0,0,,,0,0,0,,88604,88604,,7.409298264,72114.7,,,,0,1,0,,,,,,,,,,,,,,26,,,,,,,0,0,0
2247,JXN.N,Jackson Financial Inc,Financials,Insurance,Insurance,,,,,,,,,30.47652093,25.48585723,3.415141166,39.37394866,5515.06,,,,20564.76,,,,,,,,26079.82,,,,Reported,Median,,,,,,2975,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,22,,,,,,,0,1,0
2248,BRDG.N,Bridge Investment Group Holdings Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,49.2326,62.39014,50.60337,50.525,375.86002,206.3632691,79.37505038,11.21428367,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,AUR.OQ,Aurora Innovation Inc,Technology,Software & IT Services,Software & IT Services,,,,99.18372,-2723.52941,-885.24437,,-579.14392,0,0,0,0,,,,,,,,,,,,,,,,,Median,,,,,,,1700,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2250,VSCO.N,Victoria's Secret & Co,Consumer Cyclicals,Retailers,Specialty Retailers,35.84489,40.67797,29.02272,27.4737,7.53468,12.8224,-1.86588,-11.87908,332.8981723,382.1011673,10.88664422,11.66158537,,7942,,,,85364,,,,,,,,93306,,,CO2,Reported,,,,,,,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,50,25,12.5,12.5,50,50,,0,0,0
2251,XPOF.N,Xponential Fitness Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,73.19211,73.39034,67.99103,63.49803,6.17912,-17.4827,7.31199,-16.30218,88.76494648,,3848.536534,574.1772247,,,,,,,,,,,,,,,,,Median,Median,,,,,,310,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2252,ALIT.N,Alight Inc,Technology,Software & IT Services,Software & IT Services,31.80077,33.17324,30.57185,34.60031,-0.447,5.72899,5.38856,10.38401,64.56409101,70.74879227,609.8096633,480.7453416,3221,,,,26225,,,,148082,,,,29446,,,,Reported,,,,72,,,18000,72,,,6,,,1,1,1,1,1,1,1,,,0,0,0,,,,,,,,,,0.158,1,0,,,,,,,,,,,,,,14.8,,,,,,,0,1,0
2253,NABL.N,N-Able Inc,Technology,Software & IT Services,Software & IT Services,84.23483,84.86619,79.14194,78.24817,12.74878,9.62027,11.14864,13.89355,52.48453831,54.87834658,60.30969729,70.31431836,,,,,,,,,,,,,,,,,Median,Median,,,82,,,1454,82,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2254,CDRE.N,Cadre Holdings Inc,Industrials,Industrial Goods,Aerospace & Defense,38.3713,39.9473,37.79588,34.70989,3.65108,8.55723,12.30816,6.50836,90.23268431,180.2087094,2405.321433,,,,,,,,,,,,,,,,,,Median,,,,,,,2274,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2255,INST.N,Instructure Holdings Inc,Technology,Software & IT Services,Software & IT Services,63.80447,58.09538,50.82202,67.95565,-3.46806,-17.11363,-62.61297,-33.26963,38.43535949,38.70596405,76.0160995,0,,,,,,,,,,,,,,,,,Median,Median,,,,,,1466,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2256,GPOR.N,Gulfport Energy Corp,Energy,Energy - Fossil Fuels,Oil & Gas,90.61469,88.34226,90.45124,92.70654,40.80243,23.52541,-169.10721,-105.88161,78.7800892,117.3817121,,150.5144562,304795,,,,690,,,,,,,,305485,,,,Reported,CO2,CO2,CO2,,,,223,,,,2,,,0,1,1,1,0,1,0,,711.3237285,0,0,0,,,,,1982.035158,1603074,1603074,1074059.58,,5.55,1,0,0,,,,,,,14,,,,,,,,,,,,,0,1,0
2257,HLLY.N,Holley Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,36.84667,41.39543,41.30358,40.35637,7.37084,9.21892,16.94934,12.49759,156.3890959,212.0116787,280.7983992,,,,,,,,,,,,,,,,,,Median,,,,,,,1622,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
2258,MKTW.OQ,MarketWise Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,87.76412,56.4351,57.54698,84.36833,17.03405,-176.18772,-147.91874,9.39303,,,0.002810074,,,,,,,,,,,,,,,,,,Median,,,,,,,732,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,20,,,,80,80,20,0,0,0
2259,SEAT.OQ,Vivid Seats Inc,Technology,Software & IT Services,Software & IT Services,76.59269,79.54645,29.612,77.39447,12.29772,9.19628,-2043.22776,-2.6339,,,0,84.43219934,,,,,,,,,,,,,,,,,Median,,,,,,,575,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,17,14,58.8,4.2,4.2,,,,,,,33.3,11.1,22.2,,66.7,66.7,,0,0,0
2260,SLVM.N,Sylvamo Corp,Basic Materials,Applied Resources,Paper & Forest Products,27.81147,24.22207,19.1195,34.3291,14.77398,11.56294,3.81551,12.27284,152.2123894,769.2307692,1.231060606,1.350814462,,,,,,,,,,,,,,,,,Median,Median,,,,,,6500,,,,,,,0,1,1,,0,0,0,,,1,1,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0
2261,HLVX.OQ,Hillevax Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,,,,,,,,,5.535327378,,,,,,,,,,,,,,,,,,,,Median,,,,,,,62,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,33.33,22.22,,11.11,66.67,66.67,,0,0,0
2262,CCCS.OQ,CCC Intelligent Solutions Holdings Inc,Technology,Software & IT Services,Software & IT Services,72.65774,71.57367,67.03061,64.34496,6.63584,-23.23373,10.79908,-26.97717,39.88486701,44.05992999,98.92345884,98.97785349,,,,,,,,,,,,,,,,,Median,,,,,,,2375,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,37.5,25,12.5,,62.5,62.5,,0,1,0
2263,VMO.N,Invesco Municipal Opportunity Trust,Financials,Collective Investments,Collective Investments,61.02793,73.76132,72.08963,62.21026,60.96795,73.86512,72.04176,62.18045,66.38625772,66.39902205,65.07603842,66.14284461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,PRCT.OQ,Procept Biorobotics Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,49.43744,46.02152,-16.2628,-30.55601,-111.9551,-157.12006,-619.43761,-705.9491,25.98694893,18.72170908,80.31167979,79.44989908,,,,,,,,,,,,,,,,,Median,,,,,,,428,,,,2,,,0,1,0,,0,1,0,,,0,0,0,,,,,,,,,,2.326,1,0,,,4,14,39,7,7,,,,,,,22.2,11.1,,11.1,77.8,77.8,,0,0,0
2265,BROS.N,Dutch Bros Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,27.25463,31.50061,36.22184,40.29945,-0.35344,-22.3401,3.35967,12.71018,352.2917022,159.4301494,125.1783129,61.40613984,,,,,,,,,,,,,,,,,,,,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,DH.OQ,Definitive Healthcare Corp,Technology,Software & IT Services,Software & IT Services,80.85586,75.51127,74.24884,78.23468,-19.781,-22.38285,-12.20873,-21.08581,27.85899308,31.06617499,38.63259402,36.1235447,144,148,,,393,309,,,631.3,216,,,537,457,,,Reported,Reported,,,76,,,946,76,,,,,,1,1,1,,0,1,0,,,0,0,0,,,,,,,,,,,1,0,,,4,3,80,3,3,16,9,2,2,84,3,20,10,,,80,80,10,0,0,0
2267,RKLB.OQ,Rocket Lab USA Inc,Industrials,Industrial Goods,Aerospace & Defense,9.00017,-3.0416,-33.60922,-2.22319,-64.07894,-163.97481,-156.29124,-67.96215,17.65477432,14.33521178,0,1.652308892,,,,,,,,,,,,,,,,,Median,,,,,,,1400,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,12.5,,12.5,,87.5,87.5,,0,0,0
2268,SOVO.OQ,Sovos Brands Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,28.0821,30.7417,33.34476,29.02496,-4.38175,5.07226,6.67724,-5.8752,101.3486743,94.51036042,60.97928443,45.99304448,,,,,,,,,,,,,,,,,Median,,,,,,,690,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,22.22,22.22,,,77.78,77.78,,0,0,0
